,Country,Year,Coal,Oil and gas,Utility-scale solar,Wind,Hydropower,Nuclear,Bioenergy,Geothermal
102,Afghanistan,2000,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
103,Afghanistan,2001,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
104,Afghanistan,2002,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
105,Afghanistan,2003,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
106,Afghanistan,2004,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
107,Afghanistan,2005,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
108,Afghanistan,2006,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
109,Afghanistan,2007,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
110,Afghanistan,2008,0.0,0.0,0.0,0.0,0.212,0.0,0.0,0.0
111,Afghanistan,2009,0.0,0.105,0.0,0.0,0.212,0.0,0.0,0.0
112,Afghanistan,2010,0.0,0.105,0.0,0.0,0.212,0.0,0.0,0.0
113,Afghanistan,2011,0.0,0.105,0.0,0.0,0.212,0.0,0.0,0.0
114,Afghanistan,2012,0.0,0.105,0.0,0.0,0.212,0.0,0.0,0.0
115,Afghanistan,2013,0.0,0.105,0.0,0.0,0.212,0.0,0.0,0.0
116,Afghanistan,2014,0.0,0.105,0.0,0.0,0.212,0.0,0.0,0.0
117,Afghanistan,2015,0.0,0.105,0.01044,0.0,0.212,0.0,0.0,0.0
118,Afghanistan,2016,0.0,0.105,0.01044,0.0,0.212,0.0,0.0,0.0
119,Afghanistan,2017,0.0,0.105,0.01174,0.0,0.212,0.0,0.0,0.0
120,Afghanistan,2018,0.0,0.105,0.01174,0.0,0.212,0.0,0.0,0.0
121,Afghanistan,2019,0.0,0.105,0.04384585774058577,0.0,0.212,0.0,0.0,0.0
122,Afghanistan,2020,0.0,0.105,0.04384585774058577,0.0,0.212,0.0,0.0,0.0
123,Afghanistan,2021,0.0,0.105,0.04384585774058577,0.0,0.212,0.0,0.0,0.0
124,Afghanistan,2022,0.0,0.105,0.04384585774058577,0.0,0.312,0.0,0.0,0.0
125,Afghanistan,2023,0.0,0.105,0.04384585774058577,0.0,0.312,0.0,0.0,0.0
126,Afghanistan,2024,0.0,0.105,0.04544585774058577,0.0,0.312,0.0,0.0,0.0
197,African Union,2000,0.0,22.642,0.0,0.094,21.476,1.94,0.1507,0.104
198,African Union,2001,0.0,23.8059,0.0,0.127,21.549,1.94,0.1507,0.104
199,African Union,2002,0.0,25.7625,0.0,0.127,21.749,1.94,0.1507,0.104
200,African Union,2003,0.0,27.250700000000002,0.0,0.157,22.041,1.94,0.1507,0.174
201,African Union,2004,0.0,27.715700000000002,0.0,0.204,23.211,1.94,0.1507,0.174
202,African Union,2005,0.0,29.4927,0.0,0.214,23.211,1.94,0.1507,0.174
203,African Union,2006,0.0,32.1847,0.0,0.299,23.211,1.94,0.1507,0.174
204,African Union,2007,0.0,36.6775,0.0,0.359,23.211,1.94,0.15530000000000002,0.174
205,African Union,2008,0.0,39.155,0.0,0.449,23.399,1.94,0.18680000000000002,0.174
206,African Union,2009,0.0,43.8175,0.0,0.743,24.999,1.94,0.18680000000000002,0.21
207,African Union,2010,0.0,51.6194,0.02397963254593176,0.743,25.879,1.94,0.2268,0.245
208,African Union,2011,0.0,55.1094,0.06397963254593175,0.9294,26.096,1.94,0.2301,0.245
209,African Union,2012,0.0,60.2944,0.06397963254593175,1.0907,26.626,1.94,0.2921,0.2475
210,African Union,2013,0.0,65.4244,0.17571080327763908,1.2817,27.324,1.94,0.3351,0.2475
211,African Union,2014,0.0,67.86930000000001,1.1075368543627169,2.2177,27.324,1.94,0.4971,0.4135
212,African Union,2015,0.0,77.3601,1.3008746592407656,2.8162,29.484,1.94,0.5101,0.5535
213,African Union,2016,0.0,81.6581,2.1759676382433906,3.3775999999999997,31.0,1.94,0.5291,0.5795
214,African Union,2017,0.0,87.5981,2.953397563877686,4.2616000000000005,34.045,1.94,0.5891000000000001,0.5795
215,African Union,2018,0.0,106.17110000000001,4.172243784350127,5.3086,34.59,1.94,0.6901,0.5795
216,African Union,2019,0.0,112.6178,6.16276306256535,5.9366,34.984,1.94,0.6901,0.7435
217,African Union,2020,0.0,113.9937,6.9574705035102316,6.5606,35.688,1.94,0.6901,0.7435
218,African Union,2021,0.0,118.54180000000001,7.575718574376374,7.6726,36.438,1.94,0.7351,0.7435
219,African Union,2022,0.0,121.5588,8.529344654652926,8.3016,38.028,1.94,0.7601,0.8265
220,African Union,2023,0.0,121.5998,9.871074399056825,8.8606,38.948,1.94,0.7601,0.8165
221,African Union,2024,0.0,123.8078,12.244764989928088,9.1816,41.175,1.94,0.7851,0.8165
324,Albania,2000,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
325,Albania,2001,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
326,Albania,2002,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
327,Albania,2003,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
328,Albania,2004,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
329,Albania,2005,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
330,Albania,2006,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
331,Albania,2007,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
332,Albania,2008,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
333,Albania,2009,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
334,Albania,2010,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
335,Albania,2011,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0
336,Albania,2012,0.0,0.0,0.0,0.0,1.395,0.0,0.0,0.0
337,Albania,2013,0.0,0.0,0.0,0.0,1.395,0.0,0.0,0.0
338,Albania,2014,0.0,0.0,0.0,0.0,1.395,0.0,0.0,0.0
339,Albania,2015,0.0,0.0,0.0,0.0,1.395,0.0,0.0,0.0
340,Albania,2016,0.0,0.0,0.0,0.0,1.467,0.0,0.0,0.0
341,Albania,2017,0.0,0.0,0.0,0.0,1.539,0.0,0.0,0.0
342,Albania,2018,0.0,0.0,0.01566,0.0,1.539,0.0,0.0,0.0
343,Albania,2019,0.0,0.0,0.01566,0.0,1.539,0.0,0.0,0.0
344,Albania,2020,0.0,0.0,0.01566,0.0,1.736,0.0,0.0,0.0
345,Albania,2021,0.0,0.0,0.020759999999999997,0.0,1.736,0.0,0.0,0.0
346,Albania,2022,0.0,0.0,0.020759999999999997,0.0,1.736,0.0,0.0,0.0
347,Albania,2023,0.0,0.0,0.14256,0.0,1.736,0.0,0.0,0.0
348,Albania,2024,0.0,0.0,0.19302,0.0,1.736,0.0,0.0,0.0
452,Algeria,2000,0.0,3.864,0.0,0.0,0.172,0.0,0.0,0.0
453,Algeria,2001,0.0,4.164,0.0,0.0,0.172,0.0,0.0,0.0
454,Algeria,2002,0.0,4.582,0.0,0.0,0.172,0.0,0.0,0.0
455,Algeria,2003,0.0,4.705,0.0,0.0,0.172,0.0,0.0,0.0
456,Algeria,2004,0.0,4.997,0.0,0.0,0.172,0.0,0.0,0.0
457,Algeria,2005,0.0,5.342,0.0,0.0,0.172,0.0,0.0,0.0
458,Algeria,2006,0.0,6.222,0.0,0.0,0.172,0.0,0.0,0.0
459,Algeria,2007,0.0,6.711,0.0,0.0,0.172,0.0,0.0,0.0
460,Algeria,2008,0.0,6.711,0.0,0.0,0.172,0.0,0.0,0.0
461,Algeria,2009,0.0,7.938,0.0,0.0,0.172,0.0,0.0,0.0
462,Algeria,2010,0.0,9.645,0.0,0.0,0.172,0.0,0.0,0.0
463,Algeria,2011,0.0,9.895,0.02,0.0,0.172,0.0,0.0,0.0
464,Algeria,2012,0.0,11.095,0.02,0.0,0.172,0.0,0.0,0.0
465,Algeria,2013,0.0,12.295,0.02,0.0,0.172,0.0,0.0,0.0
466,Algeria,2014,0.0,12.559,0.02,0.01,0.172,0.0,0.0,0.0
467,Algeria,2015,0.0,14.033,0.0464,0.01,0.172,0.0,0.0,0.0
468,Algeria,2016,0.0,15.308,0.217495,0.01,0.172,0.0,0.0,0.0
469,Algeria,2017,0.0,15.536,0.3828955555555556,0.01,0.172,0.0,0.0,0.0
470,Algeria,2018,0.0,16.704,0.4042055555555556,0.01,0.172,0.0,0.0,0.0
471,Algeria,2019,0.0,18.831599999999998,0.4042055555555556,0.01,0.172,0.0,0.0,0.0
472,Algeria,2020,0.0,19.0566,0.4042055555555556,0.01,0.172,0.0,0.0,0.0
473,Algeria,2021,0.0,20.720599999999997,0.41450555555555557,0.01,0.172,0.0,0.0,0.0
474,Algeria,2022,0.0,22.6206,0.42130555555555554,0.01,0.172,0.0,0.0,0.0
475,Algeria,2023,0.0,22.6206,0.42920555555555556,0.01,0.172,0.0,0.0,0.0
476,Algeria,2024,0.0,23.703599999999998,0.42920555555555556,0.01,0.172,0.0,0.0,0.0
510,American Samoa,2016,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
511,American Samoa,2017,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
512,American Samoa,2018,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
513,American Samoa,2019,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
514,American Samoa,2020,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
515,American Samoa,2021,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
516,American Samoa,2022,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
517,American Samoa,2023,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
518,American Samoa,2024,0.0,0.0,0.0013106106194690267,0.0,0.0,0.0,0.0,0.0
621,Andorra,2000,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
622,Andorra,2001,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
623,Andorra,2002,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
624,Andorra,2003,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
625,Andorra,2004,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
626,Andorra,2005,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
627,Andorra,2006,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
628,Andorra,2007,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
629,Andorra,2008,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
630,Andorra,2009,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
631,Andorra,2010,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
632,Andorra,2011,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
633,Andorra,2012,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
634,Andorra,2013,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
635,Andorra,2014,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
636,Andorra,2015,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
637,Andorra,2016,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
638,Andorra,2017,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
639,Andorra,2018,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
640,Andorra,2019,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
641,Andorra,2020,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
642,Andorra,2021,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
643,Andorra,2022,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
644,Andorra,2023,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
645,Andorra,2024,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0
748,Angola,2000,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
749,Angola,2001,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
750,Angola,2002,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
751,Angola,2003,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
752,Angola,2004,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
753,Angola,2005,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
754,Angola,2006,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
755,Angola,2007,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
756,Angola,2008,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
757,Angola,2009,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
758,Angola,2010,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
759,Angola,2011,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0
760,Angola,2012,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0
761,Angola,2013,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0
762,Angola,2014,0.0,0.0,0.0,0.05,0.76,0.0,0.1,0.0
763,Angola,2015,0.0,0.0,0.0,0.05,0.81,0.0,0.1,0.0
764,Angola,2016,0.0,0.0,0.0,0.05,0.81,0.0,0.1,0.0
765,Angola,2017,0.0,0.72,0.0,0.05,3.58,0.0,0.1,0.0
766,Angola,2018,0.0,0.804,0.0125,0.05,3.58,0.0,0.1,0.0
767,Angola,2019,0.0,0.804,0.0125,0.05,3.58,0.0,0.1,0.0
768,Angola,2020,0.0,0.804,0.0125,0.05,3.58,0.0,0.1,0.0
769,Angola,2021,0.0,0.804,0.015099999999999999,0.05,3.58,0.0,0.1,0.0
770,Angola,2022,0.0,0.804,0.34743999999999997,0.05,3.58,0.0,0.1,0.0
771,Angola,2023,0.0,0.804,0.36919,0.05,3.58,0.0,0.1,0.0
772,Angola,2024,0.0,0.804,0.42095499999999997,0.05,3.58,0.0,0.1,0.0
807,Antigua and Barbuda,2017,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
808,Antigua and Barbuda,2018,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
809,Antigua and Barbuda,2019,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
810,Antigua and Barbuda,2020,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
811,Antigua and Barbuda,2021,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
812,Antigua and Barbuda,2022,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
813,Antigua and Barbuda,2023,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
814,Antigua and Barbuda,2024,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
917,Argentina,2000,0.525,8.431,0.0,0.018,11.854,1.018,0.0,0.0
918,Argentina,2001,0.525,10.225,0.0,0.018,11.854,1.018,0.0,0.0
919,Argentina,2002,0.525,10.7295,0.0,0.018,11.974,1.018,0.0,0.0
920,Argentina,2003,0.525,10.852,0.0,0.018,12.025,1.018,0.0,0.0
921,Argentina,2004,0.525,10.852,0.0,0.018,12.025,1.018,0.0,0.0
922,Argentina,2005,0.525,10.852,0.0,0.018,12.025,1.018,0.0,0.0
923,Argentina,2006,0.525,10.852,0.0,0.018,12.025,1.018,0.0,0.0
924,Argentina,2007,0.525,10.852,0.0,0.018,12.025,1.018,0.0,0.0
925,Argentina,2008,0.525,11.537,0.0,0.018,12.025,1.018,0.0,0.0
926,Argentina,2009,0.525,11.657,0.0,0.068,12.15,1.018,0.038,0.0
927,Argentina,2010,0.525,14.123,0.008,0.068,12.15,1.018,0.082,0.0
928,Argentina,2011,0.525,14.938,0.008,0.07429999999999999,12.15,1.018,0.122,0.0
929,Argentina,2012,0.525,15.23,0.02483,0.15730000000000002,12.15,1.018,0.122,0.0
930,Argentina,2013,0.525,15.23,0.02483,0.2073,12.15,1.018,0.122,0.0
931,Argentina,2014,0.525,15.23,0.02483,0.2073,12.15,1.018,0.122,0.0
932,Argentina,2015,0.525,15.29,0.02483,0.2073,12.15,1.018,0.122,0.0
933,Argentina,2016,0.525,15.971,0.02483,0.2073,12.15,1.763,0.122,0.0
934,Argentina,2017,0.525,17.1022,0.02483,0.3321,12.15,1.763,0.132,0.0
935,Argentina,2018,0.525,18.6822,0.2391,0.8261000000000001,12.15,1.763,0.132,0.0
936,Argentina,2019,0.525,18.8372,0.4187625,1.6541,12.15,1.763,0.132,0.0
937,Argentina,2020,0.525,20.7192,0.6994125,2.7331,12.15,1.763,0.19,0.0
938,Argentina,2021,0.525,21.1687,1.0221625,3.3750999999999998,12.15,1.763,0.19,0.0
939,Argentina,2022,0.645,21.1687,1.1285075,3.3750999999999998,12.15,1.763,0.19,0.0
940,Argentina,2023,0.645,22.0167,1.3732625,3.8245999999999998,12.15,1.763,0.19,0.0
941,Argentina,2024,0.645,22.8622,1.6372529999999998,4.3631,12.15,1.763,0.19,0.0
1045,Armenia,2000,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1046,Armenia,2001,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1047,Armenia,2002,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1048,Armenia,2003,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1049,Armenia,2004,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1050,Armenia,2005,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1051,Armenia,2006,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1052,Armenia,2007,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1053,Armenia,2008,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1054,Armenia,2009,0.0,0.2,0.0,0.0,0.882,0.448,0.0,0.0
1055,Armenia,2010,0.0,0.442,0.0,0.0,0.882,0.448,0.0,0.0
1056,Armenia,2011,0.0,0.442,0.0,0.0,0.882,0.448,0.0,0.0
1057,Armenia,2012,0.0,0.873,0.0,0.0,0.882,0.448,0.0,0.0
1058,Armenia,2013,0.0,0.873,0.0,0.0,0.882,0.448,0.0,0.0
1059,Armenia,2014,0.0,0.873,0.0,0.0,0.882,0.448,0.0,0.0
1060,Armenia,2015,0.0,0.873,0.0,0.0,0.882,0.448,0.0,0.0
1061,Armenia,2016,0.0,0.873,0.0,0.0,0.882,0.448,0.0,0.0
1062,Armenia,2017,0.0,0.873,0.003,0.0,0.882,0.448,0.0,0.0
1063,Armenia,2018,0.0,0.873,0.018600000000000002,0.0,0.882,0.448,0.0,0.0
1064,Armenia,2019,0.0,0.873,0.032799999999999996,0.0,0.882,0.448,0.0,0.0
1065,Armenia,2020,0.0,0.873,0.0504,0.0,0.882,0.448,0.0,0.0
1066,Armenia,2021,0.0,1.127,0.1353,0.0,0.882,0.448,0.0,0.0
1067,Armenia,2022,0.0,1.127,0.1353,0.0,0.882,0.448,0.0,0.0
1068,Armenia,2023,0.0,1.127,0.15519999999999998,0.0,0.882,0.448,0.0,0.0
1069,Armenia,2024,0.0,1.127,0.15519999999999998,0.0,0.882,0.448,0.0,0.0
1155,Aruba,2009,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1156,Aruba,2010,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1157,Aruba,2011,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1158,Aruba,2012,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1159,Aruba,2013,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1160,Aruba,2014,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1161,Aruba,2015,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1162,Aruba,2016,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
1163,Aruba,2017,0.0,0.0,0.0021000000000000003,0.03,0.0,0.0,0.0,0.0
1164,Aruba,2018,0.0,0.0,0.0074,0.03,0.0,0.0,0.0,0.0
1165,Aruba,2019,0.0,0.0,0.0074,0.03,0.0,0.0,0.0,0.0
1166,Aruba,2020,0.0,0.0,0.0074,0.03,0.0,0.0,0.0,0.0
1167,Aruba,2021,0.0,0.0,0.0074,0.03,0.0,0.0,0.0,0.0
1168,Aruba,2022,0.0,0.102,0.0074,0.03,0.0,0.0,0.0,0.0
1169,Aruba,2023,0.0,0.102,0.0074,0.03,0.0,0.0,0.0,0.0
1170,Aruba,2024,0.0,0.102,0.0074,0.03,0.0,0.0,0.0,0.0
1273,Australia,2000,27.748,4.8171,0.0,0.016800000000000002,7.807,0.0,0.11,0.0
1274,Australia,2001,28.819,5.346100000000001,0.0,0.0986,7.807,0.0,0.11,0.0
1275,Australia,2002,28.863,6.0311,0.0,0.13090000000000002,7.807,0.0,0.14,0.0
1276,Australia,2003,29.748,6.271100000000001,0.0,0.2159,7.807,0.0,0.14,0.0
1277,Australia,2004,29.748,6.271100000000001,0.0,0.2699,7.807,0.0,0.14,0.0
1278,Australia,2005,29.748,6.6321,0.0,0.49889999999999995,7.807,0.0,0.14,0.0
1279,Australia,2006,29.748,7.650600000000001,0.0,0.7369,7.807,0.0,0.14,0.0
1280,Australia,2007,30.498,8.1731,0.0,0.9078999999999999,7.807,0.0,0.208,0.0
1281,Australia,2008,30.498,8.556899999999999,0.0,1.3179,7.807,0.0,0.208,0.0
1282,Australia,2009,30.964,12.4339,0.0,1.5799,7.947,0.0,0.208,0.0
1283,Australia,2010,30.474,12.8399,0.0,2.0349,7.947,0.0,0.276,0.0
1284,Australia,2011,30.349,13.1407,0.0,2.4149000000000003,7.947,0.0,0.276,0.0
1285,Australia,2012,29.588,13.7247,0.0,2.5349,7.947,0.0,0.276,0.0
1286,Australia,2013,29.588,14.0287,0.0,3.2079,7.947,0.0,0.316,0.0
1287,Australia,2014,28.287,14.8727,0.02,3.8869000000000002,7.947,0.0,0.316,0.0
1288,Australia,2015,27.697,15.5927,0.06611,4.1529,7.947,0.0,0.316,0.0
1289,Australia,2016,26.937,15.5927,0.238232,4.172899999999999,7.947,0.0,0.316,0.0
1290,Australia,2017,25.097,16.2327,0.6114054482758621,4.7599,7.947,0.0,0.316,0.0
1291,Australia,2018,25.097,16.2327,2.0186472298850573,5.5108999999999995,7.947,0.0,0.316,0.0
1292,Australia,2019,25.097,16.442700000000002,3.4702852413793104,6.1998999999999995,7.947,0.0,0.316,0.0
1293,Australia,2020,25.097,16.2027,4.79286324137931,8.3699,7.947,0.0,0.316,0.0
1294,Australia,2021,25.097,16.0827,6.1863962413793105,10.322899999999999,7.947,0.0,0.316,0.0
1295,Australia,2022,24.397,15.9627,8.29286332183908,11.3499,7.947,0.0,0.316,0.0
1296,Australia,2023,22.863,16.0229,9.357077459770114,11.5069,7.947,0.0,0.316,0.0
1297,Australia,2024,22.829,16.3389,10.664129,14.2041,7.947,0.0,0.316,0.0
1401,Austria,2000,1.993,0.789,0.0,0.0,9.476,0.0,0.0,0.0
1402,Austria,2001,1.856,1.268,0.0,0.01,9.476,0.0,0.0,0.0
1403,Austria,2002,1.856,1.268,0.0,0.029,9.476,0.0,0.0,0.0
1404,Austria,2003,1.856,1.753,0.0,0.276,9.476,0.0,0.0,0.0
1405,Austria,2004,1.856,1.926,0.0,0.462,9.476,0.0,0.0,0.0
1406,Austria,2005,1.856,1.926,0.0,0.613,9.476,0.0,0.0,0.0
1407,Austria,2006,1.526,1.926,0.0,0.782,9.476,0.0,0.0655,0.0
1408,Austria,2007,1.526,1.926,0.0,0.782,9.476,0.0,0.0655,0.0
1409,Austria,2008,1.46,2.331,0.0,0.794,10.001,0.0,0.0795,0.0
1410,Austria,2009,1.46,3.571,0.0,0.794,10.141,0.0,0.0945,0.0
1411,Austria,2010,1.405,3.685,0.0,0.794,10.141,0.0,0.0945,0.0
1412,Austria,2011,1.213,3.685,0.0,0.925,10.621,0.0,0.0945,0.0
1413,Austria,2012,1.213,4.523,0.0,1.176,10.621,0.0,0.0945,0.0
1414,Austria,2013,1.213,4.523,0.0,1.449,10.621,0.0,0.0945,0.0
1415,Austria,2014,1.213,4.523,0.0,1.786,10.621,0.0,0.0945,0.0
1416,Austria,2015,0.763,4.523,0.0,2.051,10.621,0.0,0.0945,0.0
1417,Austria,2016,0.598,4.523,0.0,2.181,11.051,0.0,0.0945,0.0
1418,Austria,2017,0.598,4.523,0.0,2.358,11.051,0.0,0.0945,0.0
1419,Austria,2018,0.598,4.523,0.0,2.481,11.14,0.0,0.0945,0.0
1420,Austria,2019,0.246,4.523,0.0,2.554,11.52,0.0,0.1275,0.0
1421,Austria,2020,0.0,4.769,0.0,2.575,11.52,0.0,0.1555,0.0
1422,Austria,2021,0.0,4.769,0.0094,2.771,11.52,0.0,0.1555,0.0
1423,Austria,2022,0.0,4.726,0.045244,2.801,11.52,0.0,0.2055,0.0
1424,Austria,2023,0.0,4.726,0.06612399999999999,2.989,11.52,0.0,0.2055,0.0
1425,Austria,2024,0.0,4.726,0.06612399999999999,3.014,11.52,0.0,0.2055,0.0
1529,Azerbaijan,2000,0.0,2.4,0.0,0.0,1.004,0.0,0.0,0.0
1530,Azerbaijan,2001,0.0,2.507,0.0,0.0,1.004,0.0,0.0,0.0
1531,Azerbaijan,2002,0.0,2.907,0.0,0.0,1.004,0.0,0.0,0.0
1532,Azerbaijan,2003,0.0,2.907,0.0,0.0,1.004,0.0,0.0,0.0
1533,Azerbaijan,2004,0.0,2.907,0.0,0.0,1.004,0.0,0.0,0.0
1534,Azerbaijan,2005,0.0,2.907,0.0,0.0,1.004,0.0,0.0,0.0
1535,Azerbaijan,2006,0.0,3.081,0.0,0.0,1.004,0.0,0.0,0.0
1536,Azerbaijan,2007,0.0,3.3594,0.0,0.0,1.004,0.0,0.0,0.0
1537,Azerbaijan,2008,0.0,3.6672,0.0,0.0,1.004,0.0,0.0,0.0
1538,Azerbaijan,2009,0.0,4.296600000000001,0.0,0.0,1.004,0.0,0.0,0.0
1539,Azerbaijan,2010,0.0,4.296600000000001,0.0,0.0,1.004,0.0,0.0,0.0
1540,Azerbaijan,2011,0.0,4.296600000000001,0.0,0.0,1.004,0.0,0.0,0.0
1541,Azerbaijan,2012,0.0,4.296600000000001,0.0,0.0,1.004,0.0,0.037,0.0
1542,Azerbaijan,2013,0.0,5.0766,0.0,0.0,1.004,0.0,0.037,0.0
1543,Azerbaijan,2014,0.0,5.0766,0.0,0.0,1.004,0.0,0.037,0.0
1544,Azerbaijan,2015,0.0,5.0766,0.0174,0.0,1.004,0.0,0.037,0.0
1545,Azerbaijan,2016,0.0,5.0766,0.0174,0.0,1.004,0.0,0.037,0.0
1546,Azerbaijan,2017,0.0,5.0766,0.033100000000000004,0.0,1.004,0.0,0.037,0.0
1547,Azerbaijan,2018,0.0,5.0766,0.0409,0.05,1.004,0.0,0.037,0.0
1548,Azerbaijan,2019,0.0,5.4766,0.0475,0.05,1.004,0.0,0.037,0.0
1549,Azerbaijan,2020,0.0,5.4766,0.0475,0.05,1.004,0.0,0.037,0.0
1550,Azerbaijan,2021,0.0,5.4766,0.0549,0.05,1.004,0.0,0.037,0.0
1551,Azerbaijan,2022,0.0,5.8609,0.0549,0.05,1.004,0.0,0.037,0.0
1552,Azerbaijan,2023,0.0,5.8609,0.2849,0.05,1.004,0.0,0.037,0.0
1553,Azerbaijan,2024,0.0,5.8609,0.2849,0.05,1.186,0.0,0.037,0.0
1654,BRICS,2000,0.0,132.49439999999998,0.0,0.2135,205.581,28.682,3.4193000000000002,0.7444500000000001
1655,BRICS,2001,0.0,140.4303,0.0,0.3055,211.256,31.073,3.9320999999999997,0.81445
